id,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
24709,18418,13828,117961,118300,118395,118396,300044,118398,118399,1
24710,14354,27611,117916,117917,117920,127389,127390,19721,127391,1
24711,45349,2078,118216,118587,117920,128093,139264,119184,128095,1
24712,674,49961,117961,118225,118403,118321,117906,290919,118322,1
24713,19481,21083,118106,118107,117941,117879,122853,19721,117880,1
24714,28322,1755,117961,117962,119223,125793,139296,118643,125795,1
24715,6921,85475,117961,118300,123472,122022,150273,119221,122024,1
24716,26913,2286,117902,117903,120551,120773,118959,118960,120774,1
24717,3853,5211,118290,118291,119837,118980,261436,118295,118982,1
24718,20364,17789,117961,118052,119986,118321,117906,290919,118322,0
24719,25993,4620,117961,118300,119181,118784,121873,290919,118786,1
24720,18524,32242,117961,118327,253965,117905,117906,290919,117908,1
24721,92383,17550,117961,118446,118684,118321,117906,290919,118322,1
24722,42976,4713,117961,118052,120398,120357,238730,118424,120359,1
24723,73586,63,119920,119921,142145,118321,156948,290919,118322,1
24724,73756,17058,117961,118300,119488,118728,301534,118295,118730,1
24725,15716,58874,117902,118041,117945,117946,118806,292795,117948,1
24726,45127,13874,117961,118446,120368,117905,117906,290919,117908,1
24727,77996,50952,117961,118327,118929,118321,117906,290919,118322,1
24728,17308,132087,117961,118300,118301,118054,118443,117887,118055,1
24729,42085,3656,117961,118300,118631,118924,153285,118667,118926,1
24730,80531,4950,117961,118343,119598,120344,311360,118424,120346,1
24731,80978,2781,117961,118300,118783,118451,130134,118453,118454,1
24732,37732,46557,117922,117923,123279,179731,119617,117887,117973,1
24733,70453,53546,117916,117917,117941,117885,117913,117887,117888,1
24734,23164,8074,117961,118300,119181,124810,221283,249618,124812,1
24735,36961,15541,118573,118574,118556,280788,127423,292795,119082,1
24736,70452,82284,118953,118954,117884,117885,117913,117887,117888,1
24737,5893,1958,118441,118442,118378,119192,300603,119184,119194,1
24738,20299,11529,117929,117940,117884,117879,117886,19721,117880,1
24739,7543,16986,118212,118213,123201,118784,118785,290919,118786,1
24740,34799,3606,118169,118170,118179,126684,204891,292795,126685,1
24741,96513,46608,118315,118463,122636,120773,123148,118960,120774,1
24742,4675,3869,117961,118225,120050,117905,117906,290919,117908,1
24743,45055,7505,117961,118300,119181,118321,117906,290919,118322,1
24744,75078,84780,120864,121013,121961,118523,180407,118331,118525,1
24745,4605,7545,117961,118300,119181,118784,120474,290919,118786,1
24746,3853,4057,117961,118343,119598,118834,133686,118424,118836,1
24747,45089,46254,117961,118327,126310,124886,306399,118643,124888,1
24748,3658,6191,117961,118300,120297,118784,120474,290919,118786,1
24749,40777,31851,118185,31010,117941,117885,117913,117887,117888,0
24750,74990,49657,117961,118300,121405,117905,117906,290919,117908,1
24751,27785,5119,117961,118300,119890,120006,133833,118424,120008,1
24752,81091,2318,117961,118327,118933,118321,117906,290919,118322,1
24753,79121,51235,120864,121013,124133,120344,303717,118424,120346,1
24754,42801,81619,118990,118991,118992,117905,120828,290919,117908,1
24755,3853,3883,117961,118343,119987,118536,132799,308574,118539,1
24756,72055,18449,117961,118300,119181,118465,159686,118467,118468,1
24757,44944,24916,91261,118026,118027,121143,260160,249618,121145,1
24758,79739,30523,117961,118343,119984,123067,269406,118398,123068,1
24759,39544,249,117961,118225,118403,117905,240983,290919,117908,1
24760,29260,866,117961,118413,120526,118259,132668,290919,118261,1
24761,81070,2612,117961,118327,123901,117905,117906,290919,117908,1
24762,113726,5043,117961,118300,118458,118523,129545,118331,118525,1
24763,73561,2818,119062,119091,6104,118451,130134,118453,118454,1
24764,18418,120341,120342,120343,119076,120344,119078,118424,120346,1
24765,41594,20102,117961,118327,123757,122129,187084,121916,122131,1
24766,4675,69326,91261,118026,123656,118321,117906,290919,118322,1
24767,81026,3692,117961,118413,126229,128230,302830,4673,128231,1
24768,23921,101834,119134,119135,118042,118207,200069,270488,118209,1
24769,79325,17733,117961,118300,119984,118890,125128,118398,118892,1
24770,29289,56201,91261,118026,118746,118278,118260,290919,118279,1
24771,972,3623,117961,118343,121747,307024,306404,118331,118332,1
24772,23733,3295,118169,118170,118042,118043,129174,270488,118046,1
24773,36031,44062,117961,117962,118910,118784,117906,290919,118786,1
24774,27354,7460,117961,118300,118783,118784,147114,290919,118786,1
24775,17278,49440,117961,118300,118631,118054,118054,117887,118055,1
24776,79092,4145,117961,118300,120026,118834,311412,118424,118836,1
24777,70452,58590,118953,118954,117884,117879,117886,19721,117880,1
24778,40420,31577,11146,118491,117941,117879,117886,19721,117880,0
24779,81254,6235,117961,118343,118437,307024,311622,118331,118332,1
24780,27124,25618,117961,118327,118320,118523,310608,118331,118525,1
24781,74867,70130,118595,118596,81476,118826,158101,118424,118828,1
24782,5334,1409,117961,118300,120722,118784,117906,290919,118786,1
24783,79501,44062,117961,117962,118910,118321,117906,290919,118322,1
24784,87695,44038,117902,118041,118910,179731,118368,117887,117973,1
24785,75078,101330,118315,118316,121820,118465,121821,118467,118468,1
24786,39883,69326,91261,118026,123656,118321,117906,290919,118322,1
24787,917,1550,117961,118225,123173,118054,120514,117887,118055,1
24788,42085,70186,117961,117969,19666,118890,202872,118398,118892,1
24789,25749,134819,121005,121006,117945,280788,155276,292795,119082,1
24790,26391,49283,117961,118300,119195,118321,117906,290919,118322,1
24791,74236,2071,117961,118386,118501,118502,130777,118504,118505,1
24792,39264,3802,118573,118574,118623,118995,129731,292795,118997,1
24793,38972,15621,117961,119256,120943,118995,286106,292795,118997,1
24794,29621,13419,117961,118300,120059,119849,127733,118638,119851,1
24795,73815,70664,118315,118463,118404,118777,279443,308574,118779,1
24796,41385,55805,117961,118343,118856,132692,132693,270488,132694,1
24797,78563,4952,117961,118343,120126,124576,124577,118424,124578,1
24798,84264,8234,117961,118300,118783,117905,117906,290919,117908,1
24799,16070,770,117961,118300,120722,118451,142600,118453,118454,1
24800,23921,51243,117961,118300,123055,120344,134311,118424,120346,1
24801,41470,50289,118269,118270,117878,118568,118568,19721,118570,1
24802,75330,3399,118752,119070,119781,130479,145269,119784,130481,1
24803,80990,31436,118582,120216,117895,117899,117899,19721,117900,1
24804,42085,17611,117961,118052,118706,120418,249618,249618,120419,1
24805,42207,11987,118006,118007,118008,118568,226012,19721,118570,1
24806,6977,2781,117961,118300,118783,118054,118054,117887,118055,1
24807,20897,15411,117961,118343,119796,118530,278014,118131,118532,1
24808,19744,2068,117980,118076,131868,128093,276422,119184,128095,1
24809,45444,50117,117961,118327,118507,118890,311441,118398,118892,1
24810,41497,17138,118114,118115,117920,118568,281735,19721,118570,1
24811,21719,18003,117961,117969,120620,118801,128638,19793,118803,1
24812,278393,124625,118725,118726,119076,120789,158782,118424,120791,1
24813,110602,828,117961,118300,124816,118321,117906,290919,118322,0
24814,7543,2014,117961,117962,117904,118958,127525,118960,118961,1
24815,41334,28246,118315,118463,123089,118784,121556,290919,118786,1
24816,81295,1249,117961,117962,118910,117905,240983,290919,117908,0
24817,17308,7032,117961,118225,120551,133306,133307,118205,133308,1
24818,104687,7560,117961,118300,119195,117905,117906,290919,117908,1
24819,25747,3053,117961,118225,120663,121594,131163,4673,121596,0
24820,39863,2017,117961,118327,121645,118321,117906,290919,118322,1
24821,25730,2395,117961,118300,123055,118728,301534,118295,118730,1
24822,40438,18450,117961,118052,118821,117905,240983,290919,117908,1
24823,78955,80413,247952,118164,117878,117885,117879,117887,117888,1
24824,42608,4620,117961,118300,119181,117905,180083,290919,117908,1
24825,42607,1012,117961,118225,119924,117905,117906,290919,117908,1
24826,4675,25293,117961,118386,128823,118321,117906,290919,118322,1
24827,1023,23345,117961,118327,120318,122060,130360,290919,122062,1
24828,19816,3692,117961,118413,126229,121594,207709,4673,121596,1
24829,33111,795,117961,118225,120551,118321,240983,290919,118322,1
24830,80574,7683,118555,118178,117945,123670,305057,121916,123672,1
24831,27826,1146,117961,118225,120663,118321,117906,290919,118322,1
24832,79092,15646,117961,118343,119796,307024,123495,118331,118332,1
24833,5349,19645,117961,118413,118481,117905,117906,290919,117908,1
24834,35498,64418,118126,118237,118360,118129,130526,118131,118132,1
24835,80813,49230,117961,118300,121176,118321,117906,290919,118322,1
24836,79296,8606,117902,118041,118575,119949,131270,290919,119951,1
24837,14930,15481,118212,118213,118921,118890,305057,118398,118892,1
24838,39339,310697,117961,118343,118856,118321,117906,290919,118322,1
24839,44722,16850,117961,118225,122298,119093,162960,119095,119096,1
24840,30630,16147,118541,118542,120539,118777,308574,308574,118779,1
24841,80022,134819,121005,121006,117945,280788,280788,292795,119082,1
24842,22569,4261,118212,118213,126955,118321,173628,290919,118322,1
24843,41618,122272,117961,118225,122273,122274,244154,3130,122275,1
24844,75834,56193,117961,118300,120410,117905,117906,290919,117908,1
24845,79206,59029,117887,118178,118320,117905,117906,290919,117908,1
24846,35210,4478,117961,118386,118692,118321,117906,290919,118322,1
24847,76917,8094,117961,118343,119142,118784,121556,290919,118786,0
24848,82383,4743,119062,130600,120663,117905,117906,290919,117908,1
24849,38268,21593,117926,118266,117941,118568,311184,19721,118570,0
24850,15007,139593,117902,118041,119781,130479,179826,119784,130481,1
24851,40311,6726,117961,117969,6725,122290,248267,6725,122292,1
24852,4675,7389,117961,118386,118746,118451,152307,118453,118454,1
24853,31945,30433,118541,118542,186536,119899,310825,19793,119900,1
24854,42085,59000,118181,118182,117912,117885,117886,117887,117888,1
24855,19989,16973,117961,118300,124942,117905,117906,290919,117908,1
24856,38972,18096,118256,118257,118623,117946,119722,292795,117948,1
24857,74037,55743,117961,118300,123719,118685,279443,308574,118687,1
24858,79092,53190,117961,118300,19772,307024,200314,118331,118332,1
24859,38708,6352,118114,118115,117941,117885,117913,117887,117888,1
24860,1287,1311,117961,117962,118910,118451,123503,118453,118454,1
24861,74142,1117,117961,118386,118352,117905,117906,290919,117908,1
24862,30583,46617,118573,118574,117945,117946,144259,292795,117948,1
24863,40202,5039,117961,118343,123125,118777,279443,308574,118779,1
24864,87690,23200,117961,118343,123125,118784,117906,290919,118786,1
24865,79711,7081,117961,118225,119924,118685,120316,308574,118687,1
24866,19764,7553,117961,118225,118403,117905,240983,290919,117908,1
24867,74327,41401,118212,118213,118128,118129,155539,118131,118132,1
24868,109400,8715,117961,118052,119986,118321,117906,290919,118322,1
24869,79285,23339,117961,118300,118360,118685,279443,308574,118687,1
24870,38375,19736,122532,122533,119136,119137,141119,118474,119139,1
24871,80202,7067,117961,118225,118403,117905,117906,290919,117908,1
24872,20226,55163,118752,118753,118754,280788,280788,292795,119082,1
24873,45784,4659,117961,118225,120663,117905,240983,290919,117908,1
24874,79020,18236,117961,118052,120304,307024,129630,118331,118332,1
24875,4675,5741,117961,118446,16232,118784,139332,290919,118786,1
24876,80940,6482,117961,118343,118821,118321,117906,290919,118322,1
24877,23921,1550,117961,118225,123173,119093,123174,119095,119096,1
24878,17849,310371,119134,119135,119898,118674,281445,19793,118676,1
24879,43379,49961,117961,118225,118403,117905,117906,290919,117908,1
24880,15365,7519,91261,118026,120671,118321,117906,290919,118322,1
24881,34451,7858,91261,118026,119362,119363,307210,118667,119365,1
24882,79627,7022,119062,119091,118535,118321,117906,290919,118322,1
24883,80553,3788,117961,118343,120722,118321,117906,290919,118322,1
24884,17308,15626,117961,118386,129128,120516,307024,120518,120519,1
24885,20293,46716,117929,117930,117941,117885,117913,117887,117888,1
24886,43416,85343,117961,118327,118933,118784,117906,290919,118786,1
24887,74627,55604,118023,118024,117895,117885,117955,117887,117888,1
24888,5345,51773,117961,118446,118684,118321,240983,290919,118322,1
24889,75078,5511,117961,118386,121668,117905,117906,290919,117908,1
24890,19764,249,117961,118225,118403,117905,240983,290919,117908,1
24891,838,22431,117961,118413,126229,120611,221283,249618,120613,0
24892,32270,5197,117961,118343,127491,307024,294485,118331,118332,1
24893,79092,6137,117961,118225,120551,118318,168365,118205,118319,1
24894,16191,3005,117961,118413,118481,120690,136365,290919,120692,1
24895,18913,50616,117989,117990,117884,118568,151645,19721,118570,1
24896,256,50185,118216,118587,117884,117885,117913,117887,117888,1
24897,80766,51172,117961,118225,120551,120690,120691,290919,120692,1
24898,1581,1038,118887,118888,118889,118890,126250,118398,118892,1
24899,35068,46610,117902,118041,118556,280788,280788,292795,119082,1
24900,41758,92274,118315,118316,140453,129229,311378,119788,129231,1
24901,36626,22599,117961,118343,119142,118685,131861,308574,118687,1
24902,36735,50396,117975,117976,117884,118568,201770,19721,118570,1
24903,43737,2594,117961,118300,120410,128230,302830,4673,128231,1
24904,13878,57819,117980,117981,118810,119323,167397,19793,119325,0
24905,25559,23345,117961,118327,119995,124775,160103,122032,124777,1
24906,39264,86857,117902,118041,118556,280788,280788,292795,119082,1
24907,79325,17128,117961,118300,119984,119949,230830,290919,119951,1
24908,38482,6440,118216,118217,117941,117879,117886,19721,117880,1
24909,13878,23586,118084,118085,117884,117879,117886,19721,117880,1
24910,23921,18450,117961,118052,118821,117905,117906,290919,117908,1
24911,80975,1012,117961,118225,119924,117905,240983,290919,117908,1
24912,3058,1915,117961,118300,119181,118321,117906,290919,118322,1
24913,80952,16821,117961,118225,120535,118396,269406,118398,118399,1
24914,79345,49696,117961,118052,122938,117905,117906,290919,117908,1
24915,13878,71279,118219,118220,118221,117899,117897,19721,117900,1
24916,33248,5604,117961,118343,119598,118636,235245,118638,118639,1
24917,4675,2641,117961,118327,118391,118784,117906,290919,118786,1
24918,23921,2892,118887,118888,118458,126078,309123,118424,126080,1
24919,75834,8234,117961,118300,118783,118321,117906,290919,118322,1
24920,81327,1816,117961,118413,122007,120690,127922,290919,120692,1
24921,16191,34611,117961,118327,118320,118321,117906,290919,118322,1
24922,81520,1350,117961,118052,120096,117905,117906,290919,117908,1
24923,73561,49657,117961,118300,121405,118321,117906,290919,118322,1
24924,75078,1775,120864,121013,128516,118636,194964,118638,118639,1
24925,75815,27619,117961,118413,118414,118321,153318,290919,118322,1
24926,16798,782,117961,118413,127522,118784,240983,290919,118786,1
24927,692,1385,117902,117903,117945,128422,130134,118453,128424,1
24928,45538,46476,117902,117903,117904,117905,117906,290919,117908,1
24929,76446,8074,117961,118300,119181,118321,117906,290919,118322,1
24930,20897,56082,117961,118225,125919,120628,278014,118131,120629,0
24931,34536,49714,121785,121786,118492,118747,130707,118453,118749,1
24932,80591,7445,117961,118343,122299,118054,305057,117887,118055,1
24933,75078,4850,91261,118026,118027,119529,258424,119006,119531,1
24934,25739,4722,117961,118343,119598,118523,311622,118331,118525,1
24935,153,163,117961,118413,121639,118536,118537,308574,118539,1
24936,14725,20382,117961,118300,124942,118777,279443,308574,118779,1
24937,76876,2354,117961,117962,118501,118502,118503,118504,118505,1
24938,75044,852,117961,117962,122215,121594,302830,4673,121596,1
24939,16191,8126,117961,118327,118320,118321,117906,290919,118322,1
24940,25097,3756,117961,117969,118970,118890,125128,118398,118892,1
24941,75834,25900,119134,119135,119136,120056,283527,118474,120058,1
24942,23131,19760,117961,117962,118352,117905,240983,290919,117908,1
24943,87699,7935,117961,118052,120539,118321,117906,290919,118322,1
24944,5371,49850,117961,118413,122007,118259,210052,290919,118261,1
24945,80554,2930,117961,118343,118700,118321,118448,290919,118322,1
24946,34800,2441,117943,117944,117945,280788,177795,292795,119082,1
24947,79934,2126,119134,119135,146387,118396,233714,118398,118399,1
24948,80576,169112,117902,118041,119781,118563,121024,270488,118565,1
24949,7543,217,117961,118413,120370,118321,240983,290919,118322,1
24950,15697,132529,117902,117903,132530,117905,117906,290919,117908,1
24951,1025,7807,117961,118327,118518,118207,190710,270488,118209,1
24952,6921,806,117961,118300,123719,118321,117906,290919,118322,1
24953,13878,6618,118602,118603,117941,117899,128628,19721,117900,1
24954,30844,53091,119134,119135,118395,118396,300044,118398,118399,1
24955,40420,2078,118114,118115,117920,118568,125937,19721,118570,1
24956,41116,5177,117961,118386,125016,118685,178199,308574,118687,1
24957,16639,8435,117961,118225,124449,122129,150283,121916,122131,1
24958,17226,4343,117961,118343,118660,307024,132719,118331,118332,1
24959,78722,3883,117961,118343,119987,118784,118785,290919,118786,1
24960,1003,3224,117961,118225,120551,126184,147097,118762,126186,1
24961,80022,121004,121005,121006,117945,280788,264384,292795,119082,1
24962,30839,5080,117961,118300,118395,118890,125128,118398,118892,1
24963,27178,46254,117961,118327,126310,124886,306399,118643,124888,1
24964,16031,51138,117961,118413,119968,118321,117906,290919,118322,1
24965,25287,53049,117961,118052,118053,120812,138898,118638,120814,1
24966,19723,2113,117951,117952,117920,118568,124610,19721,118570,1
24967,89947,5413,117961,118327,118391,118321,117906,290919,118322,1
24968,18418,5080,117961,118300,118395,118890,125128,118398,118892,1
24969,37734,50538,118953,118954,117920,118568,131694,19721,118570,1
24970,70452,75281,118953,118954,117884,117879,117886,19721,117880,1
24971,29116,7001,117961,118327,118933,121594,132108,4673,121596,1
24972,23497,5244,117961,118343,119598,119433,133686,118424,119435,1
24973,21738,6299,117961,117962,118501,118321,118448,290919,118322,1
24974,79613,25687,117961,118343,118660,119065,119212,118667,119067,1
24975,33245,1398,117961,118300,120722,118321,117906,290919,118322,1
24976,84031,6199,117961,118225,120663,118321,117906,290919,118322,1
24977,79092,3993,117961,118343,120126,120497,223125,118424,120499,1
24978,80647,4831,117961,118052,118706,119928,161806,118331,119929,1
24979,75078,1838,117961,118386,118896,118523,311622,118331,118525,1
24980,94720,59043,117961,118343,118514,117905,117906,290919,117908,1
24981,20299,62155,118079,118080,117878,117885,118177,117887,117888,1
24982,34063,70062,117961,118386,118746,117905,240983,290919,117908,1
24983,27082,13441,117961,118225,122870,118207,279443,270488,118209,1
24984,44944,7935,117961,118052,120539,118361,127527,118363,118364,1
24985,43747,79111,117961,118343,119945,119928,231633,118331,119929,1
24986,4675,117794,117961,118446,118447,118321,240983,290919,118322,1
24987,30834,5015,117961,118300,118395,118890,311441,118398,118892,1
24988,32270,16972,118887,118888,119987,119849,240725,118638,119851,1
24989,33054,4918,117961,118300,123055,120344,310997,118424,120346,1
24990,20364,4998,117961,118343,119598,119928,310608,118331,119929,1
24991,16340,52105,118595,118596,81476,121469,130834,118424,121471,1
24992,7678,15384,117943,117944,117945,118274,129282,292795,118276,1
24993,74969,5206,117961,117962,120677,123670,305057,121916,123672,1
24994,27416,27484,118185,31010,117920,118568,243895,19721,118570,0
24995,17249,53081,117961,118343,119598,119433,133686,118424,119435,1
24996,41371,56783,118216,118217,117920,117879,117886,19721,117880,1
24997,25305,24973,91261,118026,118229,273308,131206,249618,118232,1
24998,79021,7807,117961,118327,118518,118207,190710,270488,118209,1
24999,27829,8430,117961,118225,118403,117905,117906,290919,117908,1
25000,31825,17218,117961,118300,120026,123737,180449,118960,123738,1
25001,22682,14758,117961,118225,120054,118702,122081,118704,118705,1
25002,17292,3085,117961,118300,125821,119849,154949,118638,119851,1
25003,94748,6299,117961,117962,118501,117905,117905,290919,117908,1
25004,83129,783,117961,118413,127522,121594,126485,4673,121596,1
25005,18418,15887,117961,118052,120356,126516,300136,118612,126518,1
25006,6977,19832,117961,118386,123757,118321,117906,290919,118322,0
25007,24887,16850,117961,118225,122298,119093,120324,119095,119096,1
25008,3069,2908,117961,118343,118979,119433,133686,118424,119435,1
25009,75078,71386,118315,118316,121820,119172,162182,118467,119174,1
25010,16524,4994,117961,118300,118514,126184,128532,118762,126186,1
25011,73131,16802,117961,117969,196823,119997,278014,118131,119998,1
25012,80213,1325,117961,117969,118910,118054,118054,117887,118055,1
25013,41952,80499,91261,118026,119734,153957,171596,118667,153959,1
25014,45904,21556,118006,118007,117941,117899,117897,19721,117900,0
25015,1020,17199,117961,117969,118970,118890,311441,118398,118892,1
25016,29304,50396,117975,117976,117884,117885,117913,117887,117888,1
25017,2789,49254,117916,119623,118403,118321,117906,290919,118322,1
25018,17249,2260,117961,118343,119598,118422,300136,118424,118425,1
25019,75649,2225,117961,117962,118501,120702,126111,118504,120704,1
25020,3130,3245,117961,118300,121216,119351,138942,3130,119353,1
25021,75078,34064,117961,118386,118746,118321,117906,290919,118322,1
25022,19484,14279,118219,118220,118008,118568,125168,19721,118570,1
25023,6302,46788,117929,117940,117920,118568,163031,19721,118570,1
25024,19723,69071,117916,118011,117920,118568,300163,19721,118570,1
25025,28149,95428,91261,118026,118202,117905,117906,290919,117908,1
25026,93617,14638,117961,118052,118992,118784,117906,290919,118786,0
25027,42093,20412,117890,117891,117878,117879,117879,19721,117880,1
25028,89148,20105,117961,117969,120823,123737,133415,118960,123738,1
25029,79121,3963,117961,118300,128830,118054,118054,117887,118055,1
25030,80802,2409,117961,117962,117904,119949,123170,290919,119951,1
25031,114077,7560,117961,118300,119195,117905,117906,290919,117908,1
25032,43893,32457,117961,118327,118320,117905,117906,290919,117908,1
25033,75954,17451,117961,118052,126137,126138,148208,124136,126140,1
25034,79875,71215,117961,118386,118404,118784,118785,290919,118786,1
25035,74688,15474,118169,118170,118940,118172,130464,249618,118175,1
25036,70079,718,117961,118300,119181,118641,153273,118643,118644,1
25037,23921,50015,117961,118343,119598,118422,300136,118424,118425,1
25038,41660,91342,117961,118327,118933,307024,311622,118331,118332,1
25039,13878,117887,117961,117969,123766,162860,162861,155173,162862,1
25040,39262,8516,117961,118386,118733,169634,198341,118736,169635,1
25041,116246,7408,117961,117962,118352,118321,240983,290919,118322,1
25042,20299,46734,117929,117930,117941,117885,117913,117887,117888,1
25043,80410,81744,117902,117903,118783,117905,118036,290919,117908,1
25044,15716,7710,117902,118041,118623,118274,118806,292795,118276,1
25045,14570,19915,117935,117936,117878,117899,117899,19721,117900,0
25046,36602,3116,117961,118300,147589,118912,309291,118424,118914,1
25047,78311,1208,117890,117891,117878,118568,292195,19721,118570,1
25048,25270,15902,117961,118052,120398,118054,121311,117887,118055,1
25049,25993,15389,117961,118225,122870,119928,129017,118331,119929,1
25050,42085,23118,117961,118343,118833,118834,309123,118424,118836,1
25051,16077,7344,117961,118225,120663,123045,148730,120518,123047,1
25052,391,27461,117926,118124,117941,118568,119927,19721,118570,1
25053,38707,59517,117916,118011,117884,117885,117913,117887,117888,1
25054,29304,29649,117975,117976,117912,117879,117886,19721,117880,1
25055,3853,15902,117961,118052,120398,118834,136989,118424,118836,1
25056,35929,1938,117961,118300,118066,120560,304465,118643,120562,1
25057,6977,3838,117961,118225,119924,118321,117906,290919,118322,1
25058,34861,3152,117961,118386,121961,119351,257510,3130,119353,1
25059,22484,15421,117961,117969,118970,118396,233714,118398,118399,1
25060,34628,46104,117961,118327,120559,120560,304465,118643,120562,1
25061,23140,3622,117961,118300,118458,118834,223125,118424,118836,1
25062,41758,92887,118315,118463,118522,129229,129659,119788,129231,1
25063,80153,2270,117961,118413,277693,118958,118959,118960,118961,1
25064,23194,25558,117961,118052,118546,118685,120316,308574,118687,1
25065,89859,23136,117961,118052,119742,118321,117906,290919,118322,0
25066,20292,14355,117926,118124,117920,120632,202274,118131,120634,1
25067,75723,4712,117961,118343,118395,123067,269406,118398,123068,1
25068,38124,108550,117929,117930,117912,117879,117886,19721,117880,0
25069,35239,1331,117961,118225,118403,118747,130134,118453,118749,1
25070,75216,55638,119280,119281,118623,118995,136748,292795,118997,1
25071,70806,718,117961,118300,119181,118259,126363,290919,118261,1
25072,27589,15615,118752,118753,119121,280788,280788,292795,119082,1
25073,42976,78164,118990,118991,118992,117905,117906,290919,117908,1
25074,73798,20508,118219,118220,117941,118568,172834,19721,118570,1
25075,80829,61016,119596,119597,118597,120789,194103,118424,120791,1
25076,5173,49453,117961,118343,118660,118912,309291,118424,118914,1
25077,278393,3648,117961,118300,118631,118834,309123,118424,118836,1
25078,44987,5742,117961,118327,120559,118685,279443,308574,118687,1
25079,78196,17270,117961,118300,128830,118826,150790,118424,118828,1
25080,3853,1816,117961,118413,122007,120690,130887,290919,120692,1
25081,79092,4929,117961,118300,118825,118826,226343,118424,118828,1
25082,73586,53369,119920,119921,123766,124886,148437,118643,124888,1
25083,79363,30527,117961,118225,124449,119849,193662,118638,119851,1
25084,80581,2931,117961,118343,118700,118784,117906,290919,118786,1
25085,7543,7505,117961,118300,119181,118321,117906,290919,118322,1
25086,43017,58697,117916,118011,117941,117885,117913,117887,117888,1
25087,20364,5022,118887,118888,118631,118912,309291,118424,118914,1
25088,79092,4417,117961,118413,119968,130857,232825,308574,130858,1
25089,3853,60790,117961,118052,118867,118523,311622,118331,118525,1
25090,79092,14279,118219,118220,118221,127700,268194,19721,127702,1
25091,19310,31155,5110,117954,122672,124537,220928,118870,124539,1
25092,23096,4013,117961,118300,118514,117905,117906,290919,117908,1
25093,43266,19839,117961,118300,123201,118321,118448,290919,118322,1
25094,34026,4189,117961,118343,119987,307024,311622,118331,118332,1
25095,74270,5158,118290,118291,118597,118293,118294,118295,118296,1
25096,39262,28163,118315,118316,120361,118321,175154,290919,118322,1
25097,79121,25631,117961,118343,149210,118422,144350,118424,118425,1
25098,39264,15484,118256,118257,118623,118274,286106,292795,118276,0
25099,28635,67326,117910,117911,117912,118568,198040,19721,118570,1
25100,52756,1146,117961,118225,120663,117905,240983,290919,117908,1
25101,26328,70186,117961,117969,19666,118890,127642,118398,118892,1
25102,972,4098,117961,118343,119598,119433,133686,118424,119435,1
25103,16923,16928,117961,118446,120317,117905,117906,290919,117908,1
25104,1969,2163,117935,117936,120694,118636,130218,118638,118639,0
25105,28149,56199,117961,118052,118881,118321,117906,290919,118322,1
25106,75649,858,117961,118327,118529,118777,279443,308574,118779,0
25107,45675,100062,118095,118096,117920,118568,125652,19721,118570,1
25108,80838,46526,117961,118300,119984,118396,269406,118398,118399,0
25109,80669,205,117961,118386,118746,118784,147114,290919,118786,1
25110,33231,2409,117961,117962,117904,119949,123170,290919,119951,1
25111,34950,74831,117961,118327,118391,117905,117906,290919,117908,1
25112,15369,27576,117961,118300,119019,119849,311057,118638,119851,1
25113,106873,13419,117961,118300,120059,120313,127733,118424,120315,1
25114,5173,4933,117961,118300,118458,120006,311622,118424,120008,1
25115,80207,154585,118212,118213,120551,117905,240983,290919,117908,1
25116,43296,46608,118315,118463,122636,133111,133112,118870,133113,1
25117,25744,13820,117961,118343,118171,120516,256206,120518,120519,1
25118,23965,4551,117961,118343,118833,118422,300136,118424,118425,1
25119,75834,5027,117961,118343,119598,118834,133686,118424,118836,1
25120,79980,15568,117961,118446,124170,118890,311441,118398,118892,0
25121,76590,5568,121785,121786,118492,118451,130707,118453,118454,1
25122,25098,2074,118441,118442,118378,118054,121603,117887,118055,1
25123,84804,7434,117961,118343,118514,132671,125889,290919,132673,1
25124,22390,49506,119596,119597,118660,118293,118294,118295,118296,1
25125,83168,3053,117961,118225,120663,118641,306399,118643,118644,1
25126,79363,6277,117961,118343,118437,117905,240983,290919,117908,1
25127,40438,7389,117961,118386,118746,118747,239652,118453,118749,1
25128,39518,69337,120140,120141,118492,118274,220988,292795,118276,1
25129,25993,23347,117961,118386,120671,118777,279443,308574,118779,1
25130,80207,3000,117961,118225,120551,118321,117906,290919,118322,1
25131,5893,1045,117961,126102,120559,118054,128432,117887,118055,1
25132,76847,5509,117961,118343,123454,118784,117906,290919,118786,1
25133,38,60121,121785,121786,142145,118321,156948,290919,118322,1
25134,80861,7520,117961,118343,124725,118321,240983,290919,118322,1
25135,83288,6481,117961,118343,123454,117905,117906,290919,117908,1
25136,42439,4478,117961,118386,118692,117905,240983,290919,117908,1
25137,19712,18073,118256,118257,118623,117946,119722,292795,117948,0
25138,31441,17270,117961,118300,128830,118826,150790,118424,118828,1
25139,4673,14798,117961,118386,118746,128230,302830,4673,128231,1
25140,42637,30872,117916,118011,118599,179731,118247,117887,117973,1
25141,25993,5659,117961,118300,124725,118321,117906,290919,118322,1
25142,79814,50967,118990,118991,118992,118259,118260,290919,118261,1
25143,25993,3654,117961,118300,118631,118826,168415,118424,118828,1
